pdf uncertainty
sample		all_up			all_dn			PtEta_up				PtEta_dn			acceptance_up			acceptance_dn
M1		1.00005829176		0.999941760305		1.00008764954		0.999912359445		6.54561905311e-05		6.54904939262e-05		
M2		1.00005797543		0.999945644871		1.00008693602		0.999913059773		6.4782097476e-05		6.78536880445e-05		
M3		1.0000528346		0.999947695607		1.00007810697		0.999921889972		5.75256875344e-05		5.80123006182e-05		
M4		1.00005328188		0.999947137994		1.00009455595		0.999905476798		7.81144630933e-05		7.83597088692e-05		
M5		1.00004614282		0.999953929034		1.00008072781		0.999919255731		6.62406220479e-05		6.63106559987e-05		
M6		1.0000472274		0.999954035378		1.00007751283		0.999922479082		6.14639073734e-05		6.24239230715e-05		
M7		1.00004295297		0.999957591634		1.00007410815		0.999925913686		6.03908890001e-05		6.07479413786e-05		
M8		1.00006088972		0.999939475301		1.00009238416		0.99990764109		6.94785934002e-05		6.9763379751e-05		
M9		1.0000493172		0.999952656029		1.00009787615		0.999902121883		8.45432096942e-05		8.5666061989e-05		
M10		1.00005869501		0.999941844607		1.00008730341		0.999912676113		6.46280195194e-05		6.5141472889e-05		
M15		1.0000586857		0.99994282492		1.00008123344		0.99991875786		5.61681494265e-05		5.77173762012e-05		
M20		1.0000572047		0.999944451935		1.00008357254		0.99991642682		6.09261146336e-05		6.24410832706e-05		
M25		1.0000630461		0.999941397705		1.00006643887		0.999933566294		2.09597645079e-05		3.12923042064e-05		
M30		1.00002915571		0.999971078196		1.00003493503		0.999965065057		1.92458018065e-05		1.9595394792e-05		
qcd uncertainty
sample		all_up			all_dn			PtEta_up				PtEta_dn			acceptance_up			acceptance_dn
M1		1.04930870714		0.932839530191		1.05186259201		0.930140464974		0.0160741982598		0.0192308587695		
M2		1.04934079923		0.93277051		1.05193665995		0.930076905081		0.0162142584894		0.019220688786		
M3		1.04931012437		0.932799200839		1.0520217706		0.929999247515		0.0165763762707		0.0195999474638		
M4		1.04930420026		0.932807353595		1.05199542348		0.930025767282		0.0165112052631		0.0195330876627		
M5		1.04935477526		0.93274446961		1.05193684377		0.930074772743		0.0161722570917		0.0191371638128		
M6		1.04932161151		0.93277978652		1.05204685627		0.9299643377		0.0166208870299		0.0196579982066		
M7		1.04925270562		0.932854859235		1.05192385867		0.930082760234		0.0164395282265		0.0194923186965		
M8		1.04930461744		0.932840513676		1.0520132283		0.929987734894		0.0165659475223		0.0197818265571		
M9		1.04932546036		0.932774247264		1.0519353909		0.930071729184		0.0162568074367		0.0192525642029		
M10		1.04939482467		0.932744675737		1.05203849911		0.929970628133		0.0163754903806		0.0195149758472		
M15		1.04933892416		0.932780645068		1.05197189087		0.930031289041		0.0163324218412		0.0194210925481		
M20		1.0493069125		0.932811123062		1.05204374857		0.929967217362		0.0166547334156		0.0197546313511		
M25		1.04937704738		0.932745733701		1.05234300243		0.929686604622		0.01736942989		0.0205143177851		
M30		1.04935402341		0.932868597232		1.05264820846		0.929393409479		0.0183306908579		0.021878422871		
