pdf uncertainty
sample		all_up			all_dn			PtEta_up				PtEta_dn			acceptance_up			acceptance_dn
M1		1.00008249711		0.999924704429		1.00010310686		0.999896908038		6.18486102403e-05		7.04168276157e-05		
M2		1.00012426922		0.999889214703		1.00012961769		0.999870389113		3.68497633529e-05		6.72725802609e-05		
M3		1.00010078739		0.999915972712		1.00010227381		0.999897749166		1.73733667051e-05		5.82636064465e-05		
M4		1.0000961994		0.999903901651		1.0001222987		0.999877722145		7.55158806559e-05		7.56107214569e-05		
M5		1.00009473148		0.999906101574		1.00012824736		0.999871719519		8.64484384939e-05		8.74011860291e-05		
M6		1.0000716992		0.999928666902		1.00011235301		0.999887659889		8.65010106832e-05		8.67864608718e-05		
M7		1.00012470849		0.999890638169		1.00012994841		0.9998700978		3.65292073013e-05		7.01040057212e-05		
M8		1.00006955486		0.999930583327		1.00010077623		0.999899264404		7.29244133699e-05		7.29999021559e-05		
M9		1.00006341114		0.999938518731		1.00009462504		0.999905388112		7.02347919831e-05		7.19128834864e-05		
M10		1.00007795938		0.999922184574		1.00011805936		0.999881928337		8.86585990777e-05		8.88013344674e-05		
M15		1.00011033684		0.999895302625		1.00013095421		0.99986906525		7.05321751925e-05		7.86280396257e-05		
M20		1.00007260971		0.999927489728		1.00009684096		0.999903182462		6.4078079603e-05		6.41552504339e-05		
M25		1.00009993126		0.999900159932		1.00010934912		0.999890657193		4.43956499333e-05		4.45848645844e-05		
M30		1.00006377272		0.999936395397		1.000064834		0.999935205671		1.16827814342e-05		1.23595889185e-05		
qcd uncertainty
sample		all_up			all_dn			PtEta_up				PtEta_dn			acceptance_up			acceptance_dn
M1		1.04934989369		0.932829969963		1.05195811622		0.930053058785		0.0162552709362		0.0195131148234		
M2		1.04931498669		0.93286088013		1.05207437751		0.929943741921		0.016726412672		0.0200054462344		
M3		1.04934313478		0.932838395946		1.05203166041		0.929980691988		0.0165090500951		0.0197995564458		
M4		1.0494644379		0.932717795014		1.05224778479		0.929772966421		0.0168255876336		0.0201231492965		
M5		1.04941317618		0.932767654076		1.05196455075		0.930037413133		0.016082678694		0.0193539459213		
M6		1.04935763532		0.932824875838		1.05191305247		0.930085598946		0.0160869155804		0.0193784975816		
M7		1.04939773801		0.932787754643		1.05200244165		0.930005118355		0.0162516896585		0.0195396399794		
M8		1.04936902092		0.932808529387		1.05204736142		0.929947970556		0.0164811287458		0.0198139623995		
M9		1.04930967955		0.932833879993		1.05198213688		0.930021099707		0.0164529042188		0.0196407436074		
M10		1.04942387058		0.932761431845		1.05183659763		0.930142727298		0.0156305428638		0.0189476516165		
M15		1.04934190023		0.932828951663		1.05196488863		0.930038739745		0.0163011205738		0.0195608844843		
M20		1.04934952444		0.932837901869		1.05206575253		0.929941602254		0.0165971992737		0.0199356883336		
M25		1.04938598896		0.932789584602		1.05220915523		0.929788301073		0.0169357604958		0.0203086860298		
M30		1.04930278615		0.93288696177		1.05265600548		0.929465711722		0.0184902728785		0.0217008276905		
